id,Name,X,Y,LONGITUDE,LATITUDE,MESSAGEDATE,USERSCREENNAME,MESSAGETEXT,LOCATION,HASHTAGS,MESSAGETEXT+HASHTAGS,Features,keyword=storm,keyword=wind,keyword=rain,keyword=snow,keyword=hail,keyword=flood,keyword=road,keyword=collapse,keyword=ingury,keyword=disrupt,keyword=forecast,Mask,bad weather (sum),consequence (sum),bad weather,consequence
581346410148265984,storm,-0.105223,51.445026,-0.10522300004959106,51.44502639770508,27/03/2015 06:45:59,VeeDot15,Stormzy Daily Duppy Part 1,Lambeth; London,,Stormzy Daily Duppy Part 1;,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581342565477277696,wind;rain,-4.2645,55.4535,-4.264500141143799,55.45349884033203,27/03/2015 06:30:43,twt_wthr_py,Sat: max 10C feels 6C Wind W 27mph Rain 97% Heavy rain shower  Night: min 4C feels 0C Wind SW 22mph Rain 94% Heavy rain #Cumnock,Cumnock; Scotland,Cumnock,Sat: max 10C feels 6C Wind W 27mph Rain 97% Heavy rain shower  Night: min 4C feels 0C Wind SW 22mph Rain 94% Heavy rain #Cumnock;Cumnock,wind;rain,0,1,1,0,0,0,0,0,0,0,0,01100000000,2.000,0.000,1.000,0.000
581335562138714112,rain;forecast,-1.47663,52.92277,-1.4766299724578857,52.92277145385742,27/03/2015 06:02:53,DailyDERBYS,Sunday: Heavy Rain Shower; Maximum Temperature: 10 C (50 F) Minimum Temperature: 5 C (41 F)  #Derbyshire #Weather,Derby; England,Derbyshire Weather,Sunday: Heavy Rain Shower; Maximum Temperature: 10 C (50 F) Minimum Temperature: 5 C (41 F)  #Derbyshire #Weather;Derbyshire Weather,rain;forecast,0,0,1,0,0,0,0,0,0,0,1,00100000001,1.000,0.000,1.000,0.000
581344323721170944,storm,-0.232172,51.491104,-0.23217199742794037,51.49110412597656,27/03/2015 06:37:42,F1taxi,@MercedesAMGF1 getting hotter any chance of a storm?,Hammersmith; London,,@MercedesAMGF1 getting hotter any chance of a storm?;,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581344763741396992,storm,-0.323126,51.576023,-0.3231259882450104,51.57602310180664,27/03/2015 06:39:27,allyc375,Tip for maintaining remnants of sanity. Get up ridiculously early before the mayhem begins. Calm before storm #AllyInTheBin,Brent; London,AllyInTheBin,Tip for maintaining remnants of sanity. Get up ridiculously early before the mayhem begins. Calm before storm #AllyInTheBin;AllyInTheBin,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581318038395420672,storm,-1.507258,53.405384,-1.5072580575942993,53.4053840637207,27/03/2015 04:53:15,Rxcloud93,The calm before the storm,Sheffield; England,,The calm before the storm;,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581245871326629889,flood,-0.083102,51.54016,-0.08310200273990631,51.5401611328125,27/03/2015 00:06:29,KeishaFrancis,FLOOD OUT!!!,Hackney; London,,FLOOD OUT!!!;,flood,0,0,0,0,0,1,0,0,0,0,0,00000100000,0.000,1.000,0.000,1.000
581245981267722241,ingury,-6.481935,53.318527,-6.481935024261475,53.31852722167969,27/03/2015 00:06:55,Watersun555,30 Injured As Coach Overturns In Scotland http://t.co/elfSJ43z0B,South Dublin; Ireland,,30 Injured As Coach Overturns In Scotland http://t.co/elfSJ43z0B;,ingury,0,0,0,0,0,0,0,0,1,0,0,00000000100,0.000,1.000,0.000,1.000
581245702476574720,collapse;ingury,-6.481964,53.318516,-6.481964111328125,53.31851577758789,27/03/2015 00:05:49,Watersun555,Dozen Injured In New York Building Collapse http://t.co/gbsljEEjGo,South Dublin; Ireland,,Dozen Injured In New York Building Collapse http://t.co/gbsljEEjGo;,collapse;ingury,0,0,0,0,0,0,0,1,1,0,0,00000001100,0.000,2.000,0.000,1.000
581423701247311872,flood,-1.872714,53.622055,-1.8727140426635742,53.62205505371094,27/03/2015 11:53:07,gee_phillip,A tragedy the floods in Chile and Peru,Huddersfield; England,,A tragedy the floods in Chile and Peru;,flood,0,0,0,0,0,1,0,0,0,0,0,00000100000,0.000,1.000,0.000,1.000
581424987384475648,flood,0.133198,52.178154,0.13319799304008484,52.17815399169922,27/03/2015 11:58:14,Edssmeds,If he doesn't go up or she doesn't flood; they're not the one..,Cambridge; England,,If he doesn't go up or she doesn't flood; they're not the one..;,flood,0,0,0,0,0,1,0,0,0,0,0,00000100000,0.000,1.000,0.000,1.000
581427737182789633,storm,-3.464808,50.7129,-3.4648079872131348,50.71289825439453,27/03/2015 12:09:09,James_Helmann,Weathers looking dodgy; maybe theres a chance we see a hurricane this evening! #Harry #dazza #England,Exeter; England,Harry dazza England,Weathers looking dodgy; maybe theres a chance we see a hurricane this evening! #Harry #dazza #England;Harry dazza England,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581416115437477888,storm,-1.595394,54.952858,-1.5953940153121948,54.952857971191406,27/03/2015 11:22:58,NasreinS,Any port in a storm.,Gateshead; England,,Any port in a storm.;,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581425397214142464,collapse,-5.944059,54.583218,-5.944058895111084,54.58321762084961,27/03/2015 11:59:51,Amandalim_95,@FIirtationship:im so stressed to the point where i dont even feel stressed anymore im just waiting for everything to collapse in on itself,Belfast; Northern Ireland,,@FIirtationship:im so stressed to the point where i dont even feel stressed anymore im just waiting for everything to collapse in on itself;,collapse,0,0,0,0,0,0,0,1,0,0,0,00000001000,0.000,1.000,0.000,1.000
581426242504777729,collapse,-2.192997,57.213673,-2.1929969787597656,57.21367263793945,27/03/2015 12:03:13,CraigRussell10,One Missing After New York Building Collapse http://t.co/7ttXqA5reM,Bucksburn; Scotland,,One Missing After New York Building Collapse http://t.co/7ttXqA5reM;,collapse,0,0,0,0,0,0,0,1,0,0,0,00000001000,0.000,1.000,0.000,1.000
581430052631502848,storm,-6.260814,53.339928,-6.260814189910889,53.339927673339844,27/03/2015 12:18:21,RebekahBannon,Storm Trooper on Grafton St http://t.co/u5kLI5kvcR,Dublin City; Ireland,,Storm Trooper on Grafton St http://t.co/u5kLI5kvcR;,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581412240844148736,ingury,-2.43975,52.664555,-2.4397499561309814,52.664554595947266,27/03/2015 11:07:34,DailySHROPSHIRE,Man; 19; suffers 'life-changing' injuries as car overturns in Ironbridge crash http://t.co/OUe4ypwgmQ #Shropshire http://t.co/lQ1lAAvLpT,Telford; England,Shropshire,Man; 19; suffers 'life-changing' injuries as car overturns in Ironbridge crash http://t.co/OUe4ypwgmQ #Shropshire http://t.co/lQ1lAAvLpT;Shropshire,ingury,0,0,0,0,0,0,0,0,1,0,0,00000000100,0.000,1.000,0.000,1.000
581414701298524160,rain,-5.41276,50.18629,-5.412759780883789,50.1862907409668,27/03/2015 11:17:21,JackiHicks,@cyteen02 @fizfull @Fattastic @IanMawer /truly miserable here - heavy rain & cold :( #elevensestime,Hayle; England,elevensestime,@cyteen02 @fizfull @Fattastic @IanMawer /truly miserable here - heavy rain & cold :( #elevensestime;elevensestime,rain,0,0,1,0,0,0,0,0,0,0,0,00100000000,1.000,0.000,1.000,0.000
581416216213999617,storm,-2.97723,53.406647,-2.9772300720214844,53.406646728515625,27/03/2015 11:23:22,Danielle_Hug,I'm about to storm in his kitchen and take his phone off him the norse,Liverpool; England,,I'm about to storm in his kitchen and take his phone off him the norse;,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581422328464179200,collapse,-6.15176,53.275803,-6.151760101318359,53.27580261230469,27/03/2015 11:47:40,Watersun555,Buildings collapse in New York blast http://t.co/LaYfK6KMYw,Dun Laoghaire-Rathdown; Ireland,,Buildings collapse in New York blast http://t.co/LaYfK6KMYw;,collapse,0,0,0,0,0,0,0,1,0,0,0,00000001000,0.000,1.000,0.000,1.000
581430330395099136,storm,-6.260764,53.34001,-6.260764122009277,53.34001159667969,27/03/2015 12:19:27,RebekahBannon,Storm Trooper on Grafton St supporting #daffodilday http://t.co/M0H7qfwt2k,Dublin City; Ireland,daffodilday,Storm Trooper on Grafton St supporting #daffodilday http://t.co/M0H7qfwt2k;daffodilday,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581427622355308544,storm,0.138373,52.195538,0.138373002409935,52.19553756713867,27/03/2015 12:08:42,paulcoxon,Y'all should follow @MCeeP who's been storming @realscientists this week with lasers; materials science; 3D printing; potatoes & comics,Cambridge; England,,Y'all should follow @MCeeP who's been storming @realscientists this week with lasers; materials science; 3D printing; potatoes & comics;,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581420586779459586,storm,-0.143063,51.53968,-0.1430629938840866,51.53968048095703,27/03/2015 11:40:44,kickalert,@londonears @theriflesband with Dexters and Storms at @eballroomcamden (Jun 6; 2015) http://t.co/JYBgT2Xr3I,Camden Town; London,,@londonears @theriflesband with Dexters and Storms at @eballroomcamden (Jun 6; 2015) http://t.co/JYBgT2Xr3I;,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581418727662596096,storm,-6.268851,58.503838,-6.268850803375244,58.50383758544922,27/03/2015 11:33:21,dbbaye,Rampant SNP storm to by-election victory in symbol... http://t.co/LT6KeOpGDZ,Coig Peighinnean; Scotland,,Rampant SNP storm to by-election victory in symbol... http://t.co/LT6KeOpGDZ;,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581416679768342528,wind,-3.225439,54.116425,-3.2254390716552734,54.116424560546875,27/03/2015 11:25:13,DailyCUMBRIA,Warning of strong winds http://t.co/fPaOvjt48y #Cumbria http://t.co/1GZE7H0G5y,Barrow-in-Furness; England,Cumbria,Warning of strong winds http://t.co/fPaOvjt48y #Cumbria http://t.co/1GZE7H0G5y;Cumbria,wind,0,1,0,0,0,0,0,0,0,0,0,01000000000,1.000,0.000,1.000,0.000
581369574211350528,flood,-4.22867,55.45951,-4.228670120239258,55.459510803222656,27/03/2015 08:18:02,demirosex3,Oh my god the flood gates have well an truly opened and the no closing! Canny believe my wee niece is finally here,Logan; Scotland,,Oh my god the flood gates have well an truly opened and the no closing! Canny believe my wee niece is finally here;,flood,0,0,0,0,0,1,0,0,0,0,0,00000100000,0.000,1.000,0.000,1.000
581361313449959424,disrupt,-1.793566,52.690586,-1.7935659885406494,52.69058609008789,27/03/2015 07:45:12,why4ges,@LondonMidland going to LIV from LTV at 08:36 for Anfield Stadium tour. No disruption I hope?,Lichfield; England,,@LondonMidland going to LIV from LTV at 08:36 for Anfield Stadium tour. No disruption I hope?;,disrupt,0,0,0,0,0,0,0,0,0,1,0,00000000010,0.000,1.000,0.000,1.000
581371915106914304,flood,-2.207939,52.17218,-2.2079389095306396,52.17218017578125,27/03/2015 08:27:20,floodmary,If general election candidates knock your door; don't forget to ask about  policies for#flood risk management and sustainable building!,Worcester; England,,If general election candidates knock your door; don't forget to ask about  policies for#flood risk management and sustainable building!;,flood,0,0,0,0,0,1,0,0,0,0,0,00000100000,0.000,1.000,0.000,1.000
581355764138246144,flood,-0.990525,50.785572,-0.9905250072479248,50.78557205200195,27/03/2015 07:23:09,georgebaily,@vgr that would be a flood plain,South Hayling; England,,@vgr that would be a flood plain;,flood,0,0,0,0,0,1,0,0,0,0,0,00000100000,0.000,1.000,0.000,1.000
581367791418236928,flood,-4.093327,55.77273,-4.093327045440674,55.77273178100586,27/03/2015 08:10:57,sadiamaqsood,sending prayers! Flood torrents devastate Peru and Chile - http://t.co/Hll7xi3Oxp,Scotland; United Kingdom,,sending prayers! Flood torrents devastate Peru and Chile - http://t.co/Hll7xi3Oxp;,flood,0,0,0,0,0,1,0,0,0,0,0,00000100000,0.000,1.000,0.000,1.000
581369199819431936,collapse,-1.397623,50.90323,-1.3976229429244995,50.903228759765625,27/03/2015 08:16:33,Rhyssnoble,Have you ever had one of those days where you feel to Ill and you want to collapse on your bed and not do anything today. I have that,Southampton; England,,Have you ever had one of those days where you feel to Ill and you want to collapse on your bed and not do anything today. I have that;,collapse,0,0,0,0,0,0,0,1,0,0,0,00000001000,0.000,1.000,0.000,1.000
581364972866940928,storm,-0.210496,51.54419,-0.2104959934949875,51.544189453125,27/03/2015 07:59:45,TanSaeed,@JamilaHanan What's a tweet storm?,Brent; London,,@JamilaHanan What's a tweet storm?;,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581350284905046016,wind,-3.00716,53.92784,-3.007159948348999,53.92784118652344,27/03/2015 07:01:23,fleetwoodbeach,@talulahbluebell Lovely morning. The wind has died down so no sandstorms today! Have a great weekend.,Fleetwood; England,,@talulahbluebell Lovely morning. The wind has died down so no sandstorms today! Have a great weekend.;,wind,0,1,0,0,0,0,0,0,0,0,0,01000000000,1.000,0.000,1.000,0.000
581357537213202432,collapse;ingury,0.990671,52.18846,0.9906709790229797,52.18846130371094,27/03/2015 07:30:12,Backdraft772,Dozen Injured In New York Building Collapse http://t.co/NyQz8bSEnU,Stowmarket; England,,Dozen Injured In New York Building Collapse http://t.co/NyQz8bSEnU;,collapse;ingury,0,0,0,0,0,0,0,1,1,0,0,00000001100,0.000,2.000,0.000,1.000
581368179152285696,disrupt,-7.429912,52.202274,-7.429912090301514,52.202274322509766,27/03/2015 08:12:29,WaterfordCounci,Water Disruption to Upper Kilmacthomas; Fri 27th #WaterAlert #Waterford. Due to burst mains; Kilmact...  http://t.co/dGPH0QDrDX.,Waterford; Ireland,WaterAlert Waterford,Water Disruption to Upper Kilmacthomas; Fri 27th #WaterAlert #Waterford. Due to burst mains; Kilmact...  http://t.co/dGPH0QDrDX.;WaterAlert Waterford,disrupt,0,0,0,0,0,0,0,0,0,1,0,00000000010,0.000,1.000,0.000,1.000
581360570298953729,storm,-0.323136,51.576027,-0.32313600182533264,51.576026916503906,27/03/2015 07:42:15,allyc375,Feeling now is what it must be like in the US when a twister's on the way. Calm before the storm #AllyInTheBin,Brent; London,AllyInTheBin,Feeling now is what it must be like in the US when a twister's on the way. Calm before the storm #AllyInTheBin;AllyInTheBin,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581368181996044288,disrupt,-7.429912,52.202274,-7.429912090301514,52.202274322509766,27/03/2015 08:12:30,MapAlerter,Water Disruption to Upper Kilmacthomas; Fri 27th #WaterAlert #Waterford Follow @waterfordcounci for more. Map: http://t.co/sByrPvu1iz,Waterford; Ireland,WaterAlert Waterford,Water Disruption to Upper Kilmacthomas; Fri 27th #WaterAlert #Waterford Follow @waterfordcounci for more. Map: http://t.co/sByrPvu1iz;WaterAlert Waterford,disrupt,0,0,0,0,0,0,0,0,0,1,0,00000000010,0.000,1.000,0.000,1.000
581350340433317889,rain,-0.73333,52.66667,-0.7333300113677979,52.66667175292969,27/03/2015 07:01:36,Rutland_,#Weather Sunday: Heavy Rain Shower; Max Temp: 10 C (50 F) Min Temp: 4 C (39 F) http://t.co/i16ZTAw7cS http://t.co/26oZADFDhW,Oakham; England,Weather,#Weather Sunday: Heavy Rain Shower; Max Temp: 10 C (50 F) Min Temp: 4 C (39 F) http://t.co/i16ZTAw7cS http://t.co/26oZADFDhW;Weather,rain,0,0,1,0,0,0,0,0,0,0,0,00100000000,1.000,0.000,1.000,0.000
581350345470652416,rain,0.87376,51.14648,0.8737599849700928,51.146480560302734,27/03/2015 07:01:37,DailyKENT,#Weather Sunday: Heavy Rain; Max Temp: 12 C (54 F) Min Temp: 6 C (43 F) http://t.co/3vPXV9MZ7I #Kent http://t.co/8AyePVZlGV,Ashford; England,Weather Kent,#Weather Sunday: Heavy Rain; Max Temp: 12 C (54 F) Min Temp: 6 C (43 F) http://t.co/3vPXV9MZ7I #Kent http://t.co/8AyePVZlGV;Weather Kent,rain,0,0,1,0,0,0,0,0,0,0,0,00100000000,1.000,0.000,1.000,0.000
581367549843148800,flood,-2.215822,53.347954,-2.2158219814300537,53.34795379638672,27/03/2015 08:09:59,callum_manton,@cruse_dog2 Obviously they don't know how hard it was turning on those floodlights #pussys http://t.co/5hTdMYYrdS,Wilmslow; England,pussys,@cruse_dog2 Obviously they don't know how hard it was turning on those floodlights #pussys http://t.co/5hTdMYYrdS;pussys,flood,0,0,0,0,0,1,0,0,0,0,0,00000100000,0.000,1.000,0.000,1.000
581372770275196928,storm,0.344553,51.406303,0.34455299377441406,51.40630340576172,27/03/2015 08:30:44,SweetBeatzDJ,@naysangani Everything calm at the moment; will be storming shortly!,Istead Rise; England,,@naysangani Everything calm at the moment; will be storming shortly!;,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581356348161409024,collapse,-0.607236,52.607826,-0.6072360277175903,52.607826232910156,27/03/2015 07:25:29,tomhbatty,UK's biggest plastic milk bottle recycler on brink of collapse http://t.co/oRBNGRI2id Stop the milk price war.,South Luffenham; England,,UK's biggest plastic milk bottle recycler on brink of collapse http://t.co/oRBNGRI2id Stop the milk price war.;,collapse,0,0,0,0,0,0,0,1,0,0,0,00000001000,0.000,1.000,0.000,1.000
581348451943862272,storm,0.497061,51.462845,0.49706101417541504,51.46284484863281,27/03/2015 06:54:06,TreeLtd,Mock up of sign writing on new lorry fitting next week new company colours and new logo last year going down a storm http://t.co/pzEnWHFz77,Cliffe; England,,Mock up of sign writing on new lorry fitting next week new company colours and new logo last year going down a storm http://t.co/pzEnWHFz77;,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581367215901011968,storm,-0.119184,51.469532,-0.11918400228023529,51.46953201293945,27/03/2015 08:08:40,jamesjohnson252,There's no doubting that Ed stormed the last ten minutes of the programme last night. Combo of luck and training meant he mastered Paxman,Lambeth; London,,There's no doubting that Ed stormed the last ten minutes of the programme last night. Combo of luck and training meant he mastered Paxman;,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581355936918437888,storm,-0.79519,51.370995,-0.7951899766921997,51.370994567871094,27/03/2015 07:23:51,SunshineErvin,@Its_Stormmy KH2,Crowthorne; England,,@Its_Stormmy KH2;,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581367271462948864,flood,-2.215685,53.347874,-2.2156848907470703,53.34787368774414,27/03/2015 08:08:53,callum_manton,Obviously they don't know how hard it was turning on those floodlights #pussys http://t.co/y70xxqLYuZ,Wilmslow; England,pussys,Obviously they don't know how hard it was turning on those floodlights #pussys http://t.co/y70xxqLYuZ;pussys,flood,0,0,0,0,0,1,0,0,0,0,0,00000100000,0.000,1.000,0.000,1.000
581352972627542016,rain;forecast,0.45782,51.56844,0.45781999826431274,51.56843948364258,27/03/2015 07:12:04,BasiIdon,WEATHER: Heavy Rain Shower; Maximum Temperature: 12 C (54 F) Minimum Temperature: 6 C (43 F) http://t.co/UAuG5jvWGN #Basildon,Basildon; England,Basildon,WEATHER: Heavy Rain Shower; Maximum Temperature: 12 C (54 F) Minimum Temperature: 6 C (43 F) http://t.co/UAuG5jvWGN #Basildon;Basildon,rain;forecast,0,0,1,0,0,0,0,0,0,0,1,00100000001,1.000,0.000,1.000,0.000
581380154913619968,storm,-0.33273,51.42955,-0.3327299952507019,51.42955017089844,27/03/2015 09:00:05,sonofspeke,@Jpfitz84 I have only read Storm of Steel. I forced my colleagues teaching War Poetry to read it. Wilfred Owen it isn't!,Richmond; London,,@Jpfitz84 I have only read Storm of Steel. I forced my colleagues teaching War Poetry to read it. Wilfred Owen it isn't!;,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581386133348696064,flood,-0.38793,54.24315,-0.3879300057888031,54.24314880371094,27/03/2015 09:23:50,DIXONLINDSEY,Boiler man turns up and ruined my morning joint how fucking rude and then he nearly floods my kitchen,Cayton; England,,Boiler man turns up and ruined my morning joint how fucking rude and then he nearly floods my kitchen;,flood,0,0,0,0,0,1,0,0,0,0,0,00000100000,0.000,1.000,0.000,1.000
581397210002264064,disrupt,-6.238376,53.34772,-6.238376140594482,53.347721099853516,27/03/2015 10:07:51,AndyOCallagha,#entrepreneurship changes and disrupts the world #cantillon @ittralee @UCC_Official @startupireland @irishbizparty @TheDigitalHub @Entirl,Dublin City; Ireland,entrepreneurship cantillon,#entrepreneurship changes and disrupts the world #cantillon @ittralee @UCC_Official @startupireland @irishbizparty @TheDigitalHub @Entirl;entrepreneurship cantillon,disrupt,0,0,0,0,0,0,0,0,0,1,0,00000000010,0.000,1.000,0.000,1.000
581397398515220480,storm,-0.059683,51.623604,-0.059682998806238174,51.62360382080078,27/03/2015 10:08:36,lekanomotayo,The calm before the storm!,Enfield; London,,The calm before the storm!;,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581389624850808832,storm,-1.350696,51.844063,-1.3506959676742554,51.84406280517578,27/03/2015 09:37:42,DailyOXFORD,Anglers say Thames towpath  looks like a hurricane struck  http://t.co/iFbNEKafC5 #Oxon http://t.co/JqG6hCt7go,South East; England,Oxon,Anglers say Thames towpath  looks like a hurricane struck  http://t.co/iFbNEKafC5 #Oxon http://t.co/JqG6hCt7go;Oxon,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581375887838416896,flood,0.403093,52.74906,0.40309301018714905,52.749061584472656,27/03/2015 08:43:07,winchygirl43,@adamnewstead stop it Adam I'm in floods of tears,King's Lynn; England,,@adamnewstead stop it Adam I'm in floods of tears;,flood,0,0,0,0,0,1,0,0,0,0,0,00000100000,0.000,1.000,0.000,1.000
581393513784410112,storm,-2.202636,53.50268,-2.2026360034942627,53.502681732177734,27/03/2015 09:53:10,GDutton88,@Manc_Storm I thought the same thing,Manchester; England,,@Manc_Storm I thought the same thing;,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
581375521323352064,collapse,-0.943521,53.317673,-0.9435210227966309,53.31767272949219,27/03/2015 08:41:40,ButterfieldLiam,@nypmetro: From the scene of the 2nd Ave building collapse http://t.co/qdmJetNPgs http://t.co/6TQBkIciAu @Krause117,Retford; England,,@nypmetro: From the scene of the 2nd Ave building collapse http://t.co/qdmJetNPgs http://t.co/6TQBkIciAu @Krause117;,collapse,0,0,0,0,0,0,0,1,0,0,0,00000001000,0.000,1.000,0.000,1.000
581383135448981504,storm,-0.347509,51.644955,-0.3475089967250824,51.644954681396484,27/03/2015 09:11:55,griffinXXII,Top News; Space Weather; Storm Alert | S0 News March 26; 2015: https://t.co/6gzjXahvVa,Bushey; England,,Top News; Space Weather; Storm Alert | S0 News March 26; 2015: https://t.co/6gzjXahvVa;,storm,1,0,0,0,0,0,0,0,0,0,0,10000000000,1.000,0.000,1.000,0.000
